instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
10284,2012-03-09,Spring,1,3,13,0,5,Working Day,2,0.38,0.3939,0.29,0.3881,49,175,224,Tinggi,Siang (Rekreasi)
10285,2012-03-09,Spring,1,3,14,0,5,Working Day,1,0.42,0.4242,0.28,0.4627,49,129,178,Tinggi,Siang (Rekreasi)
10286,2012-03-09,Spring,1,3,15,0,5,Working Day,1,0.46,0.4545,0.24,0.2537,50,188,238,Sedang,Siang (Rekreasi)
10287,2012-03-09,Spring,1,3,16,0,5,Working Day,1,0.48,0.4697,0.23,0.4179,51,292,343,Tinggi,Sore (Pulang)
10288,2012-03-09,Spring,1,3,17,0,5,Working Day,1,0.46,0.4545,0.24,0.3881,68,498,566,Tinggi,Sore (Pulang)
10289,2012-03-09,Spring,1,3,18,0,5,Working Day,1,0.44,0.4394,0.26,0.5224,30,440,470,Ekstrem,Sore (Pulang)
10290,2012-03-09,Spring,1,3,19,0,5,Working Day,1,0.42,0.4242,0.28,0.6119,12,232,244,Ekstrem,Sore (Pulang)
10291,2012-03-09,Spring,1,3,20,0,5,Working Day,1,0.38,0.3939,0.32,0.3582,3,156,159,Tinggi,Malam/Dini Hari
10292,2012-03-09,Spring,1,3,21,0,5,Working Day,1,0.36,0.3333,0.34,0.3284,8,133,141,Tinggi,Malam/Dini Hari
10293,2012-03-09,Spring,1,3,22,0,5,Working Day,1,0.34,0.2879,0.31,0.4925,7,100,107,Tinggi,Malam/Dini Hari
10294,2012-03-09,Spring,1,3,23,0,5,Working Day,1,0.32,0.303,0.33,0.2985,9,77,86,Sedang,Malam/Dini Hari
10295,2012-03-10,Spring,1,3,0,0,6,Weekend/Holiday,1,0.3,0.2727,0.36,0.3582,9,68,77,Tinggi,Malam/Dini Hari
10296,2012-03-10,Spring,1,3,1,0,6,Weekend/Holiday,1,0.3,0.2879,0.36,0.2537,1,50,51,Sedang,Malam/Dini Hari
10297,2012-03-10,Spring,1,3,2,0,6,Weekend/Holiday,1,0.26,0.2424,0.41,0.2537,12,30,42,Sedang,Malam/Dini Hari
10298,2012-03-10,Spring,1,3,3,0,6,Weekend/Holiday,1,0.26,0.2273,0.41,0.2985,0,16,16,Sedang,Malam/Dini Hari
10299,2012-03-10,Spring,1,3,4,0,6,Weekend/Holiday,1,0.24,0.2121,0.41,0.3582,1,3,4,Tinggi,Malam/Dini Hari
10300,2012-03-10,Spring,1,3,5,0,6,Weekend/Holiday,1,0.22,0.2121,0.42,0.2836,3,7,10,Sedang,Pagi (Berangkat)
10301,2012-03-10,Spring,1,3,6,0,6,Weekend/Holiday,1,0.22,0.2121,0.44,0.2836,1,11,12,Sedang,Pagi (Berangkat)
10302,2012-03-10,Spring,1,3,7,0,6,Weekend/Holiday,1,0.22,0.2121,0.44,0.2537,4,36,40,Sedang,Pagi (Berangkat)
10303,2012-03-10,Spring,1,3,8,0,6,Weekend/Holiday,1,0.22,0.2121,0.44,0.2985,15,96,111,Sedang,Pagi (Berangkat)
10304,2012-03-10,Spring,1,3,9,0,6,Weekend/Holiday,1,0.24,0.2121,0.41,0.3284,21,127,148,Tinggi,Pagi (Berangkat)
10305,2012-03-10,Spring,1,3,10,0,6,Weekend/Holiday,1,0.26,0.2273,0.35,0.4179,47,176,223,Tinggi,Siang (Rekreasi)
10306,2012-03-10,Spring,1,3,11,0,6,Weekend/Holiday,1,0.3,0.2727,0.33,0.3284,56,218,274,Tinggi,Siang (Rekreasi)
10307,2012-03-10,Spring,1,3,12,0,6,Weekend/Holiday,1,0.3,0.2727,0.33,0.3284,88,241,329,Tinggi,Siang (Rekreasi)
10308,2012-03-10,Spring,1,3,13,0,6,Weekend/Holiday,1,0.32,0.303,0.29,0.2836,89,268,357,Sedang,Siang (Rekreasi)
10309,2012-03-10,Spring,1,3,14,0,6,Weekend/Holiday,1,0.34,0.3182,0.27,0.2836,117,262,379,Sedang,Siang (Rekreasi)
10310,2012-03-10,Spring,1,3,15,0,6,Weekend/Holiday,1,0.34,0.3636,0.25,0.0,132,274,406,,Siang (Rekreasi)
10311,2012-03-10,Spring,1,3,16,0,6,Weekend/Holiday,1,0.36,0.3636,0.23,0.0,115,275,390,,Sore (Pulang)
10312,2012-03-10,Spring,1,3,17,0,6,Weekend/Holiday,1,0.36,0.3788,0.23,0.0,104,250,354,,Sore (Pulang)
10313,2012-03-10,Spring,1,3,18,0,6,Weekend/Holiday,1,0.36,0.3636,0.21,0.0896,67,230,297,Rendah,Sore (Pulang)
10314,2012-03-10,Spring,1,3,19,0,6,Weekend/Holiday,1,0.34,0.3636,0.25,0.0,25,159,184,,Sore (Pulang)
10315,2012-03-10,Spring,1,3,20,0,6,Weekend/Holiday,1,0.32,0.3333,0.33,0.1343,20,101,121,Sedang,Malam/Dini Hari
10316,2012-03-10,Spring,1,3,21,0,6,Weekend/Holiday,1,0.3,0.2879,0.39,0.2239,16,94,110,Sedang,Malam/Dini Hari
10317,2012-03-10,Spring,1,3,22,0,6,Weekend/Holiday,1,0.26,0.2576,0.44,0.1642,19,81,100,Sedang,Malam/Dini Hari
10318,2012-03-10,Spring,1,3,23,0,6,Weekend/Holiday,1,0.26,0.2576,0.41,0.194,6,77,83,Sedang,Malam/Dini Hari
10319,2012-03-11,Spring,1,3,0,0,0,Weekend/Holiday,1,0.26,0.2879,0.44,0.0896,7,62,69,Rendah,Malam/Dini Hari
10320,2012-03-11,Spring,1,3,1,0,0,Weekend/Holiday,1,0.24,0.2424,0.52,0.1642,4,57,61,Sedang,Malam/Dini Hari
10321,2012-03-11,Spring,1,3,3,0,0,Weekend/Holiday,1,0.24,0.2424,0.6,0.1343,15,51,66,Sedang,Malam/Dini Hari
10322,2012-03-11,Spring,1,3,4,0,0,Weekend/Holiday,1,0.24,0.2424,0.6,0.1343,7,15,22,Sedang,Malam/Dini Hari
10323,2012-03-11,Spring,1,3,5,0,0,Weekend/Holiday,1,0.24,0.2424,0.6,0.1642,2,5,7,Sedang,Pagi (Berangkat)
10324,2012-03-11,Spring,1,3,6,0,0,Weekend/Holiday,1,0.24,0.2424,0.7,0.1642,2,8,10,Sedang,Pagi (Berangkat)
10325,2012-03-11,Spring,1,3,7,0,0,Weekend/Holiday,1,0.22,0.2273,0.69,0.1343,2,15,17,Sedang,Pagi (Berangkat)
10326,2012-03-11,Spring,1,3,8,0,0,Weekend/Holiday,1,0.22,0.2273,0.69,0.1343,4,68,72,Sedang,Pagi (Berangkat)
10327,2012-03-11,Spring,1,3,9,0,0,Weekend/Holiday,1,0.26,0.2576,0.6,0.2239,20,70,90,Sedang,Pagi (Berangkat)
10328,2012-03-11,Spring,1,3,10,0,0,Weekend/Holiday,1,0.32,0.303,0.49,0.2836,71,147,218,Sedang,Siang (Rekreasi)
10329,2012-03-11,Spring,1,3,11,0,0,Weekend/Holiday,1,0.36,0.3333,0.43,0.2836,90,209,299,Sedang,Siang (Rekreasi)
10330,2012-03-11,Spring,1,3,12,0,0,Weekend/Holiday,1,0.4,0.4091,0.37,0.2985,146,264,410,Sedang,Siang (Rekreasi)
10331,2012-03-11,Spring,1,3,13,0,0,Weekend/Holiday,1,0.42,0.4242,0.41,0.2985,176,288,464,Sedang,Siang (Rekreasi)
10332,2012-03-11,Spring,1,3,14,0,0,Weekend/Holiday,1,0.46,0.4545,0.31,0.2836,212,289,501,Sedang,Siang (Rekreasi)
10333,2012-03-11,Spring,1,3,15,0,0,Weekend/Holiday,1,0.5,0.4848,0.29,0.2985,201,286,487,Sedang,Siang (Rekreasi)
10334,2012-03-11,Spring,1,3,16,0,0,Weekend/Holiday,1,0.5,0.4848,0.31,0.3582,208,301,509,Tinggi,Sore (Pulang)
10335,2012-03-11,Spring,1,3,17,0,0,Weekend/Holiday,1,0.52,0.5,0.27,0.2985,199,299,498,Sedang,Sore (Pulang)
10336,2012-03-11,Spring,1,3,18,0,0,Weekend/Holiday,1,0.52,0.5,0.29,0.2836,133,256,389,Sedang,Sore (Pulang)
10337,2012-03-11,Spring,1,3,19,0,0,Weekend/Holiday,1,0.5,0.4848,0.31,0.2836,55,203,258,Sedang,Sore (Pulang)
10338,2012-03-11,Spring,1,3,20,0,0,Weekend/Holiday,1,0.44,0.4394,0.47,0.2239,42,129,171,Sedang,Malam/Dini Hari
10339,2012-03-11,Spring,1,3,21,0,0,Weekend/Holiday,1,0.42,0.4242,0.54,0.2239,37,110,147,Sedang,Malam/Dini Hari
10340,2012-03-11,Spring,1,3,22,0,0,Weekend/Holiday,1,0.4,0.4091,0.54,0.194,13,81,94,Sedang,Malam/Dini Hari
10341,2012-03-11,Spring,1,3,23,0,0,Weekend/Holiday,1,0.4,0.4091,0.5,0.1642,12,40,52,Sedang,Malam/Dini Hari
10342,2012-03-12,Spring,1,3,0,0,1,Working Day,1,0.38,0.3939,0.54,0.194,4,20,24,Sedang,Malam/Dini Hari
10343,2012-03-12,Spring,1,3,1,0,1,Working Day,1,0.38,0.3939,0.5,0.1343,1,9,10,Sedang,Malam/Dini Hari
10344,2012-03-12,Spring,1,3,2,0,1,Working Day,1,0.38,0.3939,0.54,0.1045,4,5,9,Sedang,Malam/Dini Hari
10345,2012-03-12,Spring,1,3,3,0,1,Working Day,1,0.36,0.3485,0.5,0.1343,0,2,2,Sedang,Malam/Dini Hari
10346,2012-03-12,Spring,1,3,4,0,1,Working Day,1,0.34,0.3333,0.61,0.194,0,3,3,Sedang,Malam/Dini Hari
10347,2012-03-12,Spring,1,3,5,0,1,Working Day,1,0.34,0.3333,0.61,0.194,1,15,16,Sedang,Pagi (Berangkat)
10348,2012-03-12,Spring,1,3,6,0,1,Working Day,1,0.34,0.3485,0.57,0.1045,2,86,88,Sedang,Pagi (Berangkat)
10349,2012-03-12,Spring,1,3,7,0,1,Working Day,1,0.34,0.3485,0.53,0.1045,9,259,268,Sedang,Pagi (Berangkat)
10350,2012-03-12,Spring,1,3,8,0,1,Working Day,1,0.34,0.3333,0.61,0.1343,17,547,564,Sedang,Pagi (Berangkat)
10351,2012-03-12,Spring,1,3,9,0,1,Working Day,1,0.38,0.3939,0.54,0.1642,21,260,281,Sedang,Pagi (Berangkat)
10352,2012-03-12,Spring,1,3,10,0,1,Working Day,1,0.4,0.4091,0.5,0.2239,39,98,137,Sedang,Siang (Rekreasi)
10353,2012-03-12,Spring,1,3,11,0,1,Working Day,1,0.44,0.4394,0.44,0.2239,39,111,150,Sedang,Siang (Rekreasi)
10354,2012-03-12,Spring,1,3,12,0,1,Working Day,1,0.48,0.4697,0.39,0.2239,59,162,221,Sedang,Siang (Rekreasi)
10355,2012-03-12,Spring,1,3,13,0,1,Working Day,2,0.54,0.5152,0.32,0.2537,74,176,250,Sedang,Siang (Rekreasi)
10356,2012-03-12,Spring,1,3,14,0,1,Working Day,2,0.58,0.5455,0.32,0.2836,76,145,221,Sedang,Siang (Rekreasi)
10357,2012-03-12,Spring,1,3,15,0,1,Working Day,1,0.56,0.5303,0.4,0.1343,74,159,233,Sedang,Siang (Rekreasi)
10358,2012-03-12,Spring,1,3,16,0,1,Working Day,1,0.62,0.6212,0.35,0.4478,77,255,332,Tinggi,Sore (Pulang)
10359,2012-03-12,Spring,1,3,17,0,1,Working Day,2,0.62,0.6212,0.38,0.4179,87,557,644,Tinggi,Sore (Pulang)
10360,2012-03-12,Spring,1,3,18,0,1,Working Day,2,0.6,0.6212,0.43,0.194,89,623,712,Sedang,Sore (Pulang)
10361,2012-03-12,Spring,1,3,19,0,1,Working Day,2,0.56,0.5303,0.49,0.2239,67,379,446,Sedang,Sore (Pulang)
10362,2012-03-12,Spring,1,3,20,0,1,Working Day,2,0.56,0.5303,0.49,0.2239,49,237,286,Sedang,Malam/Dini Hari
10363,2012-03-12,Spring,1,3,21,0,1,Working Day,2,0.54,0.5152,0.56,0.2239,22,183,205,Sedang,Malam/Dini Hari
10364,2012-03-12,Spring,1,3,22,0,1,Working Day,2,0.56,0.5303,0.56,0.2239,17,116,133,Sedang,Malam/Dini Hari
10365,2012-03-12,Spring,1,3,23,0,1,Working Day,1,0.56,0.5303,0.56,0.2239,10,53,63,Sedang,Malam/Dini Hari
10366,2012-03-13,Spring,1,3,0,0,2,Working Day,2,0.56,0.5303,0.52,0.194,5,21,26,Sedang,Malam/Dini Hari
10367,2012-03-13,Spring,1,3,1,0,2,Working Day,2,0.52,0.5,0.59,0.2239,2,14,16,Sedang,Malam/Dini Hari
10368,2012-03-13,Spring,1,3,2,0,2,Working Day,3,0.52,0.5,0.72,0.2985,0,1,1,Sedang,Malam/Dini Hari
10369,2012-03-13,Spring,1,3,3,0,2,Working Day,3,0.52,0.5,0.72,0.2985,0,2,2,Sedang,Malam/Dini Hari
10370,2012-03-13,Spring,1,3,4,0,2,Working Day,2,0.46,0.4545,0.82,0.194,0,1,1,Sedang,Malam/Dini Hari
10371,2012-03-13,Spring,1,3,5,0,2,Working Day,2,0.46,0.4545,0.82,0.194,0,24,24,Sedang,Pagi (Berangkat)
10372,2012-03-13,Spring,1,3,6,0,2,Working Day,3,0.46,0.4545,0.82,0.194,5,108,113,Sedang,Pagi (Berangkat)
10373,2012-03-13,Spring,1,3,7,0,2,Working Day,2,0.46,0.4545,0.82,0.2836,16,292,308,Sedang,Pagi (Berangkat)
10374,2012-03-13,Spring,1,3,8,0,2,Working Day,1,0.46,0.4545,0.82,0.2836,22,571,593,Sedang,Pagi (Berangkat)
10375,2012-03-13,Spring,1,3,9,0,2,Working Day,1,0.48,0.4697,0.82,0.2836,18,324,342,Sedang,Pagi (Berangkat)
10376,2012-03-13,Spring,1,3,10,0,2,Working Day,1,0.52,0.5,0.77,0.2239,28,115,143,Sedang,Siang (Rekreasi)
10377,2012-03-13,Spring,1,3,11,0,2,Working Day,1,0.54,0.5152,0.73,0.2836,64,155,219,Sedang,Siang (Rekreasi)
10378,2012-03-13,Spring,1,3,12,0,2,Working Day,1,0.6,0.6061,0.6,0.2836,47,197,244,Sedang,Siang (Rekreasi)
10379,2012-03-13,Spring,1,3,13,0,2,Working Day,1,0.6,0.6061,0.6,0.3881,53,180,233,Tinggi,Siang (Rekreasi)
10380,2012-03-13,Spring,1,3,14,0,2,Working Day,1,0.64,0.6212,0.53,0.3284,52,160,212,Tinggi,Siang (Rekreasi)
10381,2012-03-13,Spring,1,3,15,0,2,Working Day,1,0.7,0.6364,0.39,0.2239,68,196,264,Sedang,Siang (Rekreasi)
10382,2012-03-13,Spring,1,3,16,0,2,Working Day,1,0.72,0.6515,0.34,0.3881,53,312,365,Tinggi,Sore (Pulang)
10383,2012-03-13,Spring,1,3,17,0,2,Working Day,1,0.7,0.6364,0.37,0.1045,62,614,676,Sedang,Sore (Pulang)
10384,2012-03-13,Spring,1,3,18,0,2,Working Day,1,0.7,0.6364,0.34,0.2985,96,638,734,Sedang,Sore (Pulang)
10385,2012-03-13,Spring,1,3,19,0,2,Working Day,1,0.64,0.6212,0.47,0.2239,50,429,479,Sedang,Sore (Pulang)
10386,2012-03-13,Spring,1,3,20,0,2,Working Day,1,0.6,0.6212,0.49,0.1642,45,306,351,Sedang,Malam/Dini Hari
10387,2012-03-13,Spring,1,3,21,0,2,Working Day,1,0.58,0.5455,0.56,0.1045,44,200,244,Sedang,Malam/Dini Hari
10388,2012-03-13,Spring,1,3,22,0,2,Working Day,1,0.56,0.5303,0.6,0.0896,24,146,170,Rendah,Malam/Dini Hari
10389,2012-03-13,Spring,1,3,23,0,2,Working Day,1,0.56,0.5303,0.56,0.1343,8,79,87,Sedang,Malam/Dini Hari
10390,2012-03-14,Spring,1,3,0,0,3,Working Day,1,0.54,0.5152,0.6,0.1045,5,34,39,Sedang,Malam/Dini Hari
10391,2012-03-14,Spring,1,3,1,0,3,Working Day,1,0.52,0.5,0.63,0.0896,2,25,27,Rendah,Malam/Dini Hari
10392,2012-03-14,Spring,1,3,2,0,3,Working Day,1,0.5,0.4848,0.68,0.194,0,2,2,Sedang,Malam/Dini Hari
10393,2012-03-14,Spring,1,3,3,0,3,Working Day,1,0.48,0.4697,0.72,0.194,1,3,4,Sedang,Malam/Dini Hari
10394,2012-03-14,Spring,1,3,4,0,3,Working Day,1,0.48,0.4697,0.67,0.0896,1,4,5,Rendah,Malam/Dini Hari
10395,2012-03-14,Spring,1,3,5,0,3,Working Day,1,0.44,0.4394,0.82,0.1343,2,25,27,Sedang,Pagi (Berangkat)
10396,2012-03-14,Spring,1,3,6,0,3,Working Day,1,0.44,0.4394,0.82,0.0896,1,120,121,Rendah,Pagi (Berangkat)
10397,2012-03-14,Spring,1,3,7,0,3,Working Day,1,0.44,0.4394,0.82,0.1045,20,348,368,Sedang,Pagi (Berangkat)
10398,2012-03-14,Spring,1,3,8,0,3,Working Day,1,0.44,0.4394,0.82,0.0,34,628,662,,Pagi (Berangkat)
10399,2012-03-14,Spring,1,3,9,0,3,Working Day,1,0.52,0.5,0.68,0.0,26,325,351,,Pagi (Berangkat)
10400,2012-03-14,Spring,1,3,10,0,3,Working Day,1,0.56,0.5303,0.56,0.1045,38,150,188,Sedang,Siang (Rekreasi)
10401,2012-03-14,Spring,1,3,11,0,3,Working Day,2,0.62,0.6212,0.41,0.1642,65,155,220,Sedang,Siang (Rekreasi)
10402,2012-03-14,Spring,1,3,12,0,3,Working Day,2,0.64,0.6212,0.29,0.0,55,212,267,,Siang (Rekreasi)
10403,2012-03-14,Spring,1,3,13,0,3,Working Day,1,0.66,0.6212,0.27,0.2239,57,197,254,Sedang,Siang (Rekreasi)
10404,2012-03-14,Spring,1,3,14,0,3,Working Day,1,0.7,0.6364,0.23,0.3284,61,163,224,Tinggi,Siang (Rekreasi)
10405,2012-03-14,Spring,1,3,15,0,3,Working Day,1,0.7,0.6364,0.24,0.0,86,197,283,,Siang (Rekreasi)
10406,2012-03-14,Spring,1,3,16,0,3,Working Day,1,0.72,0.6364,0.25,0.194,78,278,356,Sedang,Sore (Pulang)
10407,2012-03-14,Spring,1,3,17,0,3,Working Day,1,0.7,0.6364,0.28,0.0896,140,642,782,Rendah,Sore (Pulang)
10408,2012-03-14,Spring,1,3,18,0,3,Working Day,1,0.7,0.6364,0.32,0.0,102,647,749,,Sore (Pulang)
10409,2012-03-14,Spring,1,3,19,0,3,Working Day,1,0.64,0.6212,0.33,0.1642,70,402,472,Sedang,Sore (Pulang)
10410,2012-03-14,Spring,1,3,20,0,3,Working Day,1,0.62,0.6212,0.35,0.1045,44,286,330,Sedang,Malam/Dini Hari
10411,2012-03-14,Spring,1,3,21,0,3,Working Day,1,0.6,0.6212,0.4,0.0896,47,241,288,Rendah,Malam/Dini Hari
10412,2012-03-14,Spring,1,3,22,0,3,Working Day,1,0.52,0.5,0.55,0.1343,43,159,202,Sedang,Malam/Dini Hari
10413,2012-03-14,Spring,1,3,23,0,3,Working Day,1,0.56,0.5303,0.43,0.1642,19,72,91,Sedang,Malam/Dini Hari
10414,2012-03-15,Spring,1,3,0,0,4,Working Day,1,0.54,0.5152,0.49,0.1343,14,46,60,Sedang,Malam/Dini Hari
10415,2012-03-15,Spring,1,3,1,0,4,Working Day,1,0.5,0.4848,0.59,0.1045,15,8,23,Sedang,Malam/Dini Hari
10416,2012-03-15,Spring,1,3,2,0,4,Working Day,1,0.5,0.4848,0.59,0.0,14,5,19,,Malam/Dini Hari
10417,2012-03-15,Spring,1,3,3,0,4,Working Day,1,0.5,0.4848,0.63,0.0,0,7,7,,Malam/Dini Hari
10418,2012-03-15,Spring,1,3,4,0,4,Working Day,1,0.44,0.4394,0.77,0.1045,11,3,14,Sedang,Malam/Dini Hari
10419,2012-03-15,Spring,1,3,5,0,4,Working Day,1,0.46,0.4545,0.67,0.0,2,24,26,,Pagi (Berangkat)
10420,2012-03-15,Spring,1,3,6,0,4,Working Day,1,0.44,0.4394,0.72,0.0896,4,113,117,Rendah,Pagi (Berangkat)
10421,2012-03-15,Spring,1,3,7,0,4,Working Day,1,0.44,0.4394,0.72,0.0896,14,367,381,Rendah,Pagi (Berangkat)
10422,2012-03-15,Spring,1,3,8,0,4,Working Day,1,0.44,0.4394,0.77,0.1045,21,602,623,Sedang,Pagi (Berangkat)
10423,2012-03-15,Spring,1,3,9,0,4,Working Day,1,0.48,0.4697,0.77,0.0896,30,285,315,Rendah,Pagi (Berangkat)
10424,2012-03-15,Spring,1,3,10,0,4,Working Day,1,0.52,0.5,0.68,0.1045,34,130,164,Sedang,Siang (Rekreasi)
10425,2012-03-15,Spring,1,3,11,0,4,Working Day,1,0.56,0.5303,0.6,0.1343,60,151,211,Sedang,Siang (Rekreasi)
10426,2012-03-15,Spring,1,3,12,0,4,Working Day,2,0.62,0.6212,0.5,0.1343,59,206,265,Sedang,Siang (Rekreasi)
10427,2012-03-15,Spring,1,3,13,0,4,Working Day,2,0.66,0.6212,0.41,0.0896,62,211,273,Rendah,Siang (Rekreasi)
10428,2012-03-15,Spring,1,3,14,0,4,Working Day,2,0.72,0.6515,0.3,0.1045,81,177,258,Sedang,Siang (Rekreasi)
10429,2012-03-15,Spring,1,3,15,0,4,Working Day,1,0.72,0.6515,0.32,0.2239,100,187,287,Sedang,Siang (Rekreasi)
10430,2012-03-15,Spring,1,3,16,0,4,Working Day,1,0.72,0.6515,0.37,0.3881,95,331,426,Tinggi,Sore (Pulang)
10431,2012-03-15,Spring,1,3,17,0,4,Working Day,1,0.7,0.6364,0.39,0.2537,79,634,713,Sedang,Sore (Pulang)
10432,2012-03-15,Spring,1,3,18,0,4,Working Day,1,0.66,0.6212,0.44,0.2836,98,648,746,Sedang,Sore (Pulang)
10433,2012-03-15,Spring,1,3,19,0,4,Working Day,2,0.64,0.6212,0.5,0.194,72,353,425,Sedang,Sore (Pulang)
10434,2012-03-15,Spring,1,3,20,0,4,Working Day,2,0.58,0.5455,0.6,0.3582,60,270,330,Tinggi,Malam/Dini Hari
10435,2012-03-15,Spring,1,3,21,0,4,Working Day,1,0.54,0.5152,0.68,0.2836,36,207,243,Sedang,Malam/Dini Hari
10436,2012-03-15,Spring,1,3,22,0,4,Working Day,1,0.52,0.5,0.68,0.1343,32,137,169,Sedang,Malam/Dini Hari
10437,2012-03-15,Spring,1,3,23,0,4,Working Day,1,0.48,0.4697,0.72,0.194,12,85,97,Sedang,Malam/Dini Hari
10438,2012-03-16,Spring,1,3,0,0,5,Working Day,1,0.44,0.4394,0.77,0.2537,8,49,57,Sedang,Malam/Dini Hari
10439,2012-03-16,Spring,1,3,1,0,5,Working Day,2,0.42,0.4242,0.82,0.3284,4,22,26,Tinggi,Malam/Dini Hari
10440,2012-03-16,Spring,1,3,2,0,5,Working Day,2,0.42,0.4242,0.82,0.194,0,4,4,Sedang,Malam/Dini Hari
10441,2012-03-16,Spring,1,3,3,0,5,Working Day,2,0.4,0.4091,0.87,0.2836,0,3,3,Sedang,Malam/Dini Hari
10442,2012-03-16,Spring,1,3,4,0,5,Working Day,2,0.4,0.4091,0.87,0.2537,0,3,3,Sedang,Malam/Dini Hari
10443,2012-03-16,Spring,1,3,5,0,5,Working Day,2,0.4,0.4091,0.87,0.2239,2,30,32,Sedang,Pagi (Berangkat)
10444,2012-03-16,Spring,1,3,6,0,5,Working Day,2,0.4,0.4091,0.87,0.1642,3,96,99,Sedang,Pagi (Berangkat)
10445,2012-03-16,Spring,1,3,7,0,5,Working Day,2,0.4,0.4091,0.87,0.194,13,265,278,Sedang,Pagi (Berangkat)
10446,2012-03-16,Spring,1,3,8,0,5,Working Day,2,0.4,0.4091,0.87,0.2239,28,534,562,Sedang,Pagi (Berangkat)
10447,2012-03-16,Spring,1,3,9,0,5,Working Day,2,0.42,0.4242,0.82,0.0,35,277,312,,Pagi (Berangkat)
10448,2012-03-16,Spring,1,3,10,0,5,Working Day,2,0.4,0.4091,0.87,0.0896,44,136,180,Rendah,Siang (Rekreasi)
10449,2012-03-16,Spring,1,3,11,0,5,Working Day,2,0.44,0.4394,0.77,0.0,40,167,207,,Siang (Rekreasi)
10450,2012-03-16,Spring,1,3,12,0,5,Working Day,2,0.44,0.4394,0.82,0.1343,72,222,294,Sedang,Siang (Rekreasi)
10451,2012-03-16,Spring,1,3,13,0,5,Working Day,2,0.46,0.4545,0.77,0.0896,52,208,260,Rendah,Siang (Rekreasi)
10452,2012-03-16,Spring,1,3,14,0,5,Working Day,2,0.48,0.4697,0.72,0.0,56,146,202,,Siang (Rekreasi)
10453,2012-03-16,Spring,1,3,15,0,5,Working Day,3,0.46,0.4545,0.82,0.1045,19,88,107,Sedang,Siang (Rekreasi)
10454,2012-03-16,Spring,1,3,16,0,5,Working Day,3,0.48,0.4697,0.77,0.0,18,111,129,,Sore (Pulang)
10455,2012-03-16,Spring,1,3,17,0,5,Working Day,3,0.48,0.4697,0.82,0.0896,23,235,258,Rendah,Sore (Pulang)
10456,2012-03-16,Spring,1,3,18,0,5,Working Day,3,0.48,0.4697,0.82,0.0896,31,377,408,Rendah,Sore (Pulang)
10457,2012-03-16,Spring,1,3,19,0,5,Working Day,2,0.46,0.4545,0.88,0.0,23,273,296,,Sore (Pulang)
10458,2012-03-16,Spring,1,3,20,0,5,Working Day,1,0.46,0.4545,0.88,0.0,31,204,235,,Malam/Dini Hari
10459,2012-03-16,Spring,1,3,21,0,5,Working Day,2,0.44,0.4394,0.94,0.0,8,144,152,,Malam/Dini Hari
10460,2012-03-16,Spring,1,3,22,0,5,Working Day,2,0.44,0.4394,0.94,0.0,16,132,148,,Malam/Dini Hari
10461,2012-03-16,Spring,1,3,23,0,5,Working Day,2,0.44,0.4394,0.94,0.0,22,104,126,,Malam/Dini Hari
10462,2012-03-17,Spring,1,3,0,0,6,Weekend/Holiday,2,0.44,0.4394,0.94,0.0896,13,87,100,Rendah,Malam/Dini Hari
10463,2012-03-17,Spring,1,3,1,0,6,Weekend/Holiday,2,0.44,0.4394,0.94,0.0,12,57,69,,Malam/Dini Hari
10464,2012-03-17,Spring,1,3,2,0,6,Weekend/Holiday,2,0.44,0.4394,0.88,0.0,10,32,42,,Malam/Dini Hari
10465,2012-03-17,Spring,1,3,3,0,6,Weekend/Holiday,2,0.44,0.4394,0.88,0.0,2,24,26,,Malam/Dini Hari
10466,2012-03-17,Spring,1,3,4,0,6,Weekend/Holiday,2,0.42,0.4242,0.94,0.0,0,2,2,,Malam/Dini Hari
10467,2012-03-17,Spring,1,3,5,0,6,Weekend/Holiday,2,0.42,0.4242,0.94,0.0896,5,3,8,Rendah,Pagi (Berangkat)
10468,2012-03-17,Spring,1,3,6,0,6,Weekend/Holiday,2,0.42,0.4242,0.94,0.194,1,29,30,Sedang,Pagi (Berangkat)
10469,2012-03-17,Spring,1,3,7,0,6,Weekend/Holiday,2,0.4,0.4091,1.0,0.1343,29,57,86,Sedang,Pagi (Berangkat)
10470,2012-03-17,Spring,1,3,8,0,6,Weekend/Holiday,2,0.42,0.4242,0.94,0.1045,63,155,218,Sedang,Pagi (Berangkat)
10471,2012-03-17,Spring,1,3,9,0,6,Weekend/Holiday,2,0.44,0.4394,0.88,0.0896,104,217,321,Rendah,Pagi (Berangkat)
10472,2012-03-17,Spring,1,3,10,0,6,Weekend/Holiday,2,0.5,0.4848,0.77,0.0896,140,303,443,Rendah,Siang (Rekreasi)
10473,2012-03-17,Spring,1,3,11,0,6,Weekend/Holiday,2,0.52,0.5,0.77,0.1343,226,359,585,Sedang,Siang (Rekreasi)
10474,2012-03-17,Spring,1,3,12,0,6,Weekend/Holiday,1,0.56,0.5303,0.68,0.1642,286,365,651,Sedang,Siang (Rekreasi)
10475,2012-03-17,Spring,1,3,13,0,6,Weekend/Holiday,1,0.6,0.6061,0.6,0.1045,286,400,686,Sedang,Siang (Rekreasi)
