instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
6308,2011-09-25,4,0,9,9,0,0,0,2,0.64,0.5758,0.83,0.0,55,100,155,Pagi (Berangkat),0.0503792,0.634167,0.845
6309,2011-09-25,4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0.0,85,190,275,Siang (Rekreasi),0.0503792,0.634167,0.845
6310,2011-09-25,4,0,9,11,0,0,0,2,0.66,0.6061,0.78,0.1343,131,230,361,Siang (Rekreasi),0.0503792,0.634167,0.845
6311,2011-09-25,4,0,9,12,0,0,0,2,0.66,0.6061,0.78,0.0,143,270,413,Siang (Rekreasi),0.0503792,0.634167,0.845
6312,2011-09-25,4,0,9,13,0,0,0,2,0.68,0.6364,0.74,0.0,122,247,369,Siang (Rekreasi),0.0503792,0.634167,0.845
6313,2011-09-25,4,0,9,14,0,0,0,2,0.66,0.6061,0.78,0.0,116,231,347,Siang (Rekreasi),0.0503792,0.634167,0.845
6314,2011-09-25,4,0,9,15,0,0,0,2,0.66,0.6061,0.78,0.0,119,234,353,Siang (Rekreasi),0.0503792,0.634167,0.845
6315,2011-09-25,4,0,9,16,0,0,0,1,0.7,0.6515,0.7,0.0,144,320,464,Sore (Pulang),0.0503792,0.634167,0.845
6316,2011-09-25,4,0,9,17,0,0,0,1,0.68,0.6364,0.74,0.0,145,275,420,Sore (Pulang),0.0503792,0.634167,0.845
6317,2011-09-25,4,0,9,18,0,0,0,1,0.68,0.6364,0.74,0.0,125,279,404,Sore (Pulang),0.0503792,0.634167,0.845
6318,2011-09-25,4,0,9,19,0,0,0,1,0.64,0.5758,0.83,0.1343,87,242,329,Sore (Pulang),0.0503792,0.634167,0.845
6319,2011-09-25,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,51,135,186,Malam/Dini Hari,0.0503792,0.634167,0.845
6320,2011-09-25,4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,24,113,137,Malam/Dini Hari,0.0503792,0.634167,0.845
6321,2011-09-25,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,84,104,Malam/Dini Hari,0.0503792,0.634167,0.845
6322,2011-09-25,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,12,67,79,Malam/Dini Hari,0.0503792,0.634167,0.845
6323,2011-09-26,4,0,9,0,0,1,1,2,0.62,0.5455,0.94,0.0,6,23,29,Malam/Dini Hari,0.1107,0.649167,0.848333
6324,2011-09-26,4,0,9,1,0,1,1,2,0.62,0.5606,0.88,0.1045,3,14,17,Malam/Dini Hari,0.1107,0.649167,0.848333
6325,2011-09-26,4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,4,4,8,Malam/Dini Hari,0.1107,0.649167,0.848333
6326,2011-09-26,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0.0,0,5,5,Malam/Dini Hari,0.1107,0.649167,0.848333
6327,2011-09-26,4,0,9,4,0,1,1,2,0.62,0.5455,0.94,0.0896,2,4,6,Malam/Dini Hari,0.1107,0.649167,0.848333
6328,2011-09-26,4,0,9,5,0,1,1,2,0.62,0.5606,0.88,0.0,0,25,25,Pagi (Berangkat),0.1107,0.649167,0.848333
6329,2011-09-26,4,0,9,6,0,1,1,2,0.62,0.5455,0.94,0.0896,6,107,113,Pagi (Berangkat),0.1107,0.649167,0.848333
6330,2011-09-26,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0.0,17,315,332,Pagi (Berangkat),0.1107,0.649167,0.848333
6331,2011-09-26,4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,29,326,355,Pagi (Berangkat),0.1107,0.649167,0.848333
6332,2011-09-26,4,0,9,9,0,1,1,2,0.64,0.5758,0.89,0.194,44,161,205,Pagi (Berangkat),0.1107,0.649167,0.848333
6333,2011-09-26,4,0,9,10,0,1,1,2,0.64,0.5758,0.89,0.194,37,117,154,Siang (Rekreasi),0.1107,0.649167,0.848333
6334,2011-09-26,4,0,9,11,0,1,1,1,0.68,0.6364,0.79,0.2239,43,116,159,Siang (Rekreasi),0.1107,0.649167,0.848333
6335,2011-09-26,4,0,9,12,0,1,1,2,0.68,0.6364,0.79,0.1642,48,161,209,Siang (Rekreasi),0.1107,0.649167,0.848333
6336,2011-09-26,4,0,9,13,0,1,1,2,0.7,0.6667,0.74,0.1642,48,139,187,Siang (Rekreasi),0.1107,0.649167,0.848333
6337,2011-09-26,4,0,9,14,0,1,1,1,0.7,0.6515,0.7,0.1642,44,110,154,Siang (Rekreasi),0.1107,0.649167,0.848333
6338,2011-09-26,4,0,9,15,0,1,1,1,0.72,0.6818,0.62,0.1343,52,157,209,Siang (Rekreasi),0.1107,0.649167,0.848333
6339,2011-09-26,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,74,239,313,Sore (Pulang),0.1107,0.649167,0.848333
6340,2011-09-26,4,0,9,17,0,1,1,1,0.7,0.6515,0.7,0.1343,61,509,570,Sore (Pulang),0.1107,0.649167,0.848333
6341,2011-09-26,4,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045,63,490,553,Sore (Pulang),0.1107,0.649167,0.848333
6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,36,347,383,Sore (Pulang),0.1107,0.649167,0.848333
6343,2011-09-26,4,0,9,20,0,1,1,1,0.64,0.5758,0.89,0.1343,24,227,251,Malam/Dini Hari,0.1107,0.649167,0.848333
6344,2011-09-26,4,0,9,21,0,1,1,1,0.64,0.5758,0.89,0.1343,18,164,182,Malam/Dini Hari,0.1107,0.649167,0.848333
6345,2011-09-26,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,14,122,136,Malam/Dini Hari,0.1107,0.649167,0.848333
6346,2011-09-26,4,0,9,23,0,1,1,1,0.62,0.5455,0.94,0.1343,11,64,75,Malam/Dini Hari,0.1107,0.649167,0.848333
6347,2011-09-27,4,0,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,9,28,37,Malam/Dini Hari,0.118171,0.636667,0.885417
6348,2011-09-27,4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642,4,6,10,Malam/Dini Hari,0.118171,0.636667,0.885417
6349,2011-09-27,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,7,4,11,Malam/Dini Hari,0.118171,0.636667,0.885417
6350,2011-09-27,4,0,9,3,0,2,1,2,0.62,0.5455,0.94,0.0,5,5,10,Malam/Dini Hari,0.118171,0.636667,0.885417
6351,2011-09-27,4,0,9,4,0,2,1,3,0.62,0.5455,0.94,0.0896,5,3,8,Malam/Dini Hari,0.118171,0.636667,0.885417
6352,2011-09-27,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24,Pagi (Berangkat),0.118171,0.636667,0.885417
6353,2011-09-27,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045,8,116,124,Pagi (Berangkat),0.118171,0.636667,0.885417
6354,2011-09-27,4,0,9,7,0,2,1,2,0.62,0.5455,0.94,0.1045,15,234,249,Pagi (Berangkat),0.118171,0.636667,0.885417
6355,2011-09-27,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,27,400,427,Pagi (Berangkat),0.118171,0.636667,0.885417
6356,2011-09-27,4,0,9,9,0,2,1,3,0.64,0.5758,0.89,0.194,20,173,193,Pagi (Berangkat),0.118171,0.636667,0.885417
6357,2011-09-27,4,0,9,10,0,2,1,3,0.64,0.5606,0.94,0.1642,21,101,122,Siang (Rekreasi),0.118171,0.636667,0.885417
6358,2011-09-27,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045,26,97,123,Siang (Rekreasi),0.118171,0.636667,0.885417
6359,2011-09-27,4,0,9,12,0,2,1,2,0.66,0.5909,0.89,0.1343,33,129,162,Siang (Rekreasi),0.118171,0.636667,0.885417
6360,2011-09-27,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239,29,122,151,Siang (Rekreasi),0.118171,0.636667,0.885417
6361,2011-09-27,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,29,123,152,Siang (Rekreasi),0.118171,0.636667,0.885417
6362,2011-09-27,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,35,170,205,Siang (Rekreasi),0.118171,0.636667,0.885417
6363,2011-09-27,4,0,9,16,0,2,1,2,0.66,0.6061,0.83,0.194,33,225,258,Sore (Pulang),0.118171,0.636667,0.885417
6364,2011-09-27,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,50,480,530,Sore (Pulang),0.118171,0.636667,0.885417
6365,2011-09-27,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,31,325,356,Sore (Pulang),0.118171,0.636667,0.885417
6366,2011-09-27,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,26,294,320,Sore (Pulang),0.118171,0.636667,0.885417
6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,17,221,238,Malam/Dini Hari,0.118171,0.636667,0.885417
6368,2011-09-27,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0.0,17,179,196,Malam/Dini Hari,0.118171,0.636667,0.885417
6369,2011-09-27,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121,Malam/Dini Hari,0.118171,0.636667,0.885417
6370,2011-09-27,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93,Malam/Dini Hari,0.118171,0.636667,0.885417
6371,2011-09-28,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,7,29,36,Malam/Dini Hari,0.148629,0.635,0.84875
6372,2011-09-28,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0.0,1,13,14,Malam/Dini Hari,0.148629,0.635,0.84875
6373,2011-09-28,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,0,9,9,Malam/Dini Hari,0.148629,0.635,0.84875
6374,2011-09-28,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3,Malam/Dini Hari,0.148629,0.635,0.84875
6375,2011-09-28,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,1,3,4,Malam/Dini Hari,0.148629,0.635,0.84875
6376,2011-09-28,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0.0,2,20,22,Pagi (Berangkat),0.148629,0.635,0.84875
6377,2011-09-28,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,3,111,114,Pagi (Berangkat),0.148629,0.635,0.84875
6378,2011-09-28,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,8,177,185,Pagi (Berangkat),0.148629,0.635,0.84875
6379,2011-09-28,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287,Pagi (Berangkat),0.148629,0.635,0.84875
6380,2011-09-28,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,14,141,155,Pagi (Berangkat),0.148629,0.635,0.84875
6381,2011-09-28,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0.0,20,109,129,Siang (Rekreasi),0.148629,0.635,0.84875
6382,2011-09-28,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151,Siang (Rekreasi),0.148629,0.635,0.84875
6383,2011-09-28,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0.0,25,159,184,Siang (Rekreasi),0.148629,0.635,0.84875
6384,2011-09-28,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,24,138,162,Siang (Rekreasi),0.148629,0.635,0.84875
6385,2011-09-28,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,25,145,170,Siang (Rekreasi),0.148629,0.635,0.84875
6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181,Siang (Rekreasi),0.148629,0.635,0.84875
6387,2011-09-28,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280,Sore (Pulang),0.148629,0.635,0.84875
6388,2011-09-28,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,Sore (Pulang),0.148629,0.635,0.84875
6389,2011-09-28,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,Sore (Pulang),0.148629,0.635,0.84875
6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,Sore (Pulang),0.148629,0.635,0.84875
6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,Malam/Dini Hari,0.148629,0.635,0.84875
6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,Malam/Dini Hari,0.148629,0.635,0.84875
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,Malam/Dini Hari,0.148629,0.635,0.84875
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,Malam/Dini Hari,0.148629,0.635,0.84875
6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,Malam/Dini Hari,0.172883,0.616667,0.699167
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,Malam/Dini Hari,0.172883,0.616667,0.699167
6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,Malam/Dini Hari,0.172883,0.616667,0.699167
6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,Malam/Dini Hari,0.172883,0.616667,0.699167
6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,Malam/Dini Hari,0.172883,0.616667,0.699167
6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,Pagi (Berangkat),0.172883,0.616667,0.699167
6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,Pagi (Berangkat),0.172883,0.616667,0.699167
6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,Pagi (Berangkat),0.172883,0.616667,0.699167
6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,Pagi (Berangkat),0.172883,0.616667,0.699167
6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,Pagi (Berangkat),0.172883,0.616667,0.699167
6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,Siang (Rekreasi),0.172883,0.616667,0.699167
6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,Siang (Rekreasi),0.172883,0.616667,0.699167
6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,Siang (Rekreasi),0.172883,0.616667,0.699167
6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,Siang (Rekreasi),0.172883,0.616667,0.699167
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,Siang (Rekreasi),0.172883,0.616667,0.699167
6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,Siang (Rekreasi),0.172883,0.616667,0.699167
6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,Sore (Pulang),0.172883,0.616667,0.699167
6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,Sore (Pulang),0.172883,0.616667,0.699167
6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,Sore (Pulang),0.172883,0.616667,0.699167
6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,Sore (Pulang),0.172883,0.616667,0.699167
6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,Malam/Dini Hari,0.172883,0.616667,0.699167
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,Malam/Dini Hari,0.172883,0.616667,0.699167
6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,Malam/Dini Hari,0.172883,0.616667,0.699167
6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,Malam/Dini Hari,0.172883,0.616667,0.699167
6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,Malam/Dini Hari,0.206475,0.564167,0.6475
6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,Malam/Dini Hari,0.206475,0.564167,0.6475
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,Malam/Dini Hari,0.206475,0.564167,0.6475
6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,Malam/Dini Hari,0.206475,0.564167,0.6475
6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,Malam/Dini Hari,0.206475,0.564167,0.6475
6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,Pagi (Berangkat),0.206475,0.564167,0.6475
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,Pagi (Berangkat),0.206475,0.564167,0.6475
6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,Pagi (Berangkat),0.206475,0.564167,0.6475
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,Pagi (Berangkat),0.206475,0.564167,0.6475
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,Pagi (Berangkat),0.206475,0.564167,0.6475
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,Siang (Rekreasi),0.206475,0.564167,0.6475
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,Siang (Rekreasi),0.206475,0.564167,0.6475
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,Siang (Rekreasi),0.206475,0.564167,0.6475
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,Siang (Rekreasi),0.206475,0.564167,0.6475
6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,Siang (Rekreasi),0.206475,0.564167,0.6475
6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,Siang (Rekreasi),0.206475,0.564167,0.6475
6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,Sore (Pulang),0.206475,0.564167,0.6475
6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,Sore (Pulang),0.206475,0.564167,0.6475
6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,Sore (Pulang),0.206475,0.564167,0.6475
6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,Sore (Pulang),0.206475,0.564167,0.6475
6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,Malam/Dini Hari,0.206475,0.564167,0.6475
6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,Malam/Dini Hari,0.206475,0.564167,0.6475
6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,Malam/Dini Hari,0.206475,0.564167,0.6475
6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,Malam/Dini Hari,0.206475,0.564167,0.6475
6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,Malam/Dini Hari,0.292296,0.41,0.75375
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,Malam/Dini Hari,0.292296,0.41,0.75375
6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,Malam/Dini Hari,0.292296,0.41,0.75375
6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,Malam/Dini Hari,0.292296,0.41,0.75375
6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,Malam/Dini Hari,0.292296,0.41,0.75375
6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,Pagi (Berangkat),0.292296,0.41,0.75375
6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,Pagi (Berangkat),0.292296,0.41,0.75375
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,Pagi (Berangkat),0.292296,0.41,0.75375
6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,Pagi (Berangkat),0.292296,0.41,0.75375
6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,Pagi (Berangkat),0.292296,0.41,0.75375
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,Siang (Rekreasi),0.292296,0.41,0.75375
6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,Siang (Rekreasi),0.292296,0.41,0.75375
6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,Siang (Rekreasi),0.292296,0.41,0.75375
6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,Siang (Rekreasi),0.292296,0.41,0.75375
6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,Siang (Rekreasi),0.292296,0.41,0.75375
6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,Siang (Rekreasi),0.292296,0.41,0.75375
6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,Sore (Pulang),0.292296,0.41,0.75375
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,Sore (Pulang),0.292296,0.41,0.75375
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,Sore (Pulang),0.292296,0.41,0.75375
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,Sore (Pulang),0.292296,0.41,0.75375
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,Malam/Dini Hari,0.292296,0.41,0.75375
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,Malam/Dini Hari,0.292296,0.41,0.75375
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,Malam/Dini Hari,0.292296,0.41,0.75375
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,Malam/Dini Hari,0.292296,0.41,0.75375
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,Malam/Dini Hari,0.222013,0.356667,0.791667
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,Malam/Dini Hari,0.222013,0.356667,0.791667
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,Malam/Dini Hari,0.222013,0.356667,0.791667
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,Malam/Dini Hari,0.222013,0.356667,0.791667
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,Malam/Dini Hari,0.222013,0.356667,0.791667
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,Pagi (Berangkat),0.222013,0.356667,0.791667
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,Pagi (Berangkat),0.222013,0.356667,0.791667
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,Pagi (Berangkat),0.222013,0.356667,0.791667
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,Pagi (Berangkat),0.222013,0.356667,0.791667
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,Pagi (Berangkat),0.222013,0.356667,0.791667
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,Siang (Rekreasi),0.222013,0.356667,0.791667
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,Siang (Rekreasi),0.222013,0.356667,0.791667
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,Siang (Rekreasi),0.222013,0.356667,0.791667
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,Siang (Rekreasi),0.222013,0.356667,0.791667
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,Siang (Rekreasi),0.222013,0.356667,0.791667
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,Siang (Rekreasi),0.222013,0.356667,0.791667
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,Sore (Pulang),0.222013,0.356667,0.791667
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,Sore (Pulang),0.222013,0.356667,0.791667
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,Sore (Pulang),0.222013,0.356667,0.791667
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,Sore (Pulang),0.222013,0.356667,0.791667
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,Malam/Dini Hari,0.222013,0.356667,0.791667
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,Malam/Dini Hari,0.222013,0.356667,0.791667
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,Malam/Dini Hari,0.222013,0.356667,0.791667
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,Malam/Dini Hari,0.222013,0.356667,0.791667
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,Malam/Dini Hari,0.0833458,0.384167,0.760833
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,Malam/Dini Hari,0.0833458,0.384167,0.760833
